,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
3593,AKX,2018-04-14,2018-04-23,9,Saturday,AKX_20180414_20180423_40-50_F_EUR,EUR,537894,9301,499994,57.83184603806043,0.9295400208963104,53.757015374690894,40-50,F,underwoodian,anna03@gmail.com,Kelly Henry,F,26
3594,KTR,2018-03-05,2018-04-05,31,Monday,KTR_20180305_20180405_20-30_B_USD,USD,230860,173808,500000,1.328247261345853,2.1658147795200553,2.876737549479886,20-30,B,underwoodian,anna03@gmail.com,Kelly Henry,F,26
3595,GRZ,2018-03-21,2019-08-29,526,Wednesday,GRZ_20180321_20190829_30-50_M_EUR,EUR,112234,52808,499995,2.1253219209210727,4.454933442628794,9.468167701863354,30-50,M,carlos84,ihart@patel.info,Amanda Jackson,F,87
3596,AKX,2019-03-21,2019-09-10,173,Thursday,AKX_20190321_20190910_35-50_F_EUR,EUR,591994,106397,499999,5.564010263447278,0.8446014655553942,4.699371222872825,35-50,F,carlos84,ihart@patel.info,Amanda Jackson,F,87
3597,GRZ,2018-11-02,2020-06-14,590,Friday,GRZ_20181102_20200614_35-55_F_GBP,GBP,808868,57307,500000,14.114645680283386,0.6181478312901487,8.72493761669604,35-55,F,egreen,margaretweiss@hotmail.com,Samuel Thompson,M,83
3598,BYU,2018-06-07,2018-10-09,124,Thursday,BYU_20180607_20181009_20-30_F_EUR,EUR,89033,74395,500000,1.1967605349821897,5.615895229858592,6.7208817796894955,20-30,F,egreen,margaretweiss@hotmail.com,Samuel Thompson,M,83
3599,KTR,2017-12-01,2019-03-27,481,Friday,KTR_20171201_20190327_25-40_F_EUR,EUR,583132,89965,499997,6.481765130884233,0.8574336513859641,5.557683543600289,25-40,F,egreen,margaretweiss@hotmail.com,Samuel Thompson,M,83
3600,GRZ,2018-04-25,2018-08-03,100,Wednesday,GRZ_20180425_20180803_40-55_M_USD,USD,832929,622483,500000,1.3380750960267187,0.6002912613199924,0.803234787134749,40-55,M,egreen,margaretweiss@hotmail.com,Samuel Thompson,M,83
3601,GRZ,2017-11-25,2019-01-07,408,Saturday,GRZ_20171125_20190107_25-45_M_USD,USD,34690,2526,500001,13.73317498020586,14.413404439319688,197.9418052256532,25-45,M,yjordan,john64@hotmail.com,William Perez,M,58
3602,KTR,2018-12-14,2019-12-14,365,Friday,KTR_20181214_20191214_30-50_B_GBP,GBP,402383,42893,499999,9.381087823187933,1.242594741825574,11.656890401697247,30-50,B,yjordan,john64@hotmail.com,William Perez,M,58
3603,GRZ,2018-03-04,2020-02-09,707,Sunday,GRZ_20180304_20200209_25-45_M_EUR,EUR,66659,46057,499996,1.4473152832359901,7.500802592298114,10.856026228369196,25-45,M,yjordan,john64@hotmail.com,William Perez,M,58
3604,GRZ,2018-03-27,2018-07-12,107,Tuesday,GRZ_20180327_20180712_20-40_B_EUR,EUR,631250,43551,500000,14.49450070032835,0.7920792079207921,11.480792633923446,20-40,B,jamesphillips,phillipsmegan@gmail.com,Pamela Berry,F,61
3605,BYU,2017-08-01,2017-12-07,128,Tuesday,BYU_20170801_20171207_30-35_B_USD,USD,878452,805985,499997,1.0899111025639434,0.5691796478350553,0.6203552175288622,30-35,B,jamesphillips,phillipsmegan@gmail.com,Pamela Berry,F,61
3606,AKX,2018-01-30,2018-07-23,174,Tuesday,AKX_20180130_20180723_35-50_B_GBP,GBP,929841,93707,499999,9.92285528295645,0.5377252670080154,5.3357700065096525,35-50,B,jamesphillips,phillipsmegan@gmail.com,Pamela Berry,F,61
3607,GRZ,2018-07-12,2018-07-14,2,Thursday,GRZ_20180712_20180714_25-45_M_USD,USD,229062,184849,500000,1.2391844153876947,2.182815133020754,2.704910494511737,25-45,M,jamesphillips,phillipsmegan@gmail.com,Pamela Berry,F,61
3608,GRZ,2018-05-27,2019-11-21,543,Sunday,GRZ_20180527_20191121_20-30_M_EUR,EUR,286218,130881,499997,2.18685676301373,1.7469096982020698,3.82024128788747,20-30,M,jamesphillips,phillipsmegan@gmail.com,Pamela Berry,F,61
3609,BYU,2018-12-26,2020-10-10,654,Wednesday,BYU_20181226_20201010_40-50_F_USD,USD,307267,263857,500000,1.1645209336875657,1.6272492652969568,1.8949658337660171,40-50,F,aphillips,abigail75@yahoo.com,Diane Taylor,F,50
3610,KTR,2019-05-07,2020-06-10,400,Tuesday,KTR_20190507_20200610_40-50_F_GBP,GBP,435320,201752,500002,2.1576985606090644,1.1485849490030322,2.4783000912010786,40-50,F,aphillips,abigail75@yahoo.com,Diane Taylor,F,50
3611,BYU,2018-05-02,2018-10-10,161,Wednesday,BYU_20180502_20181010_20-35_F_GBP,GBP,975915,93381,500001,10.450894721624314,0.5123407263952291,5.354418993157066,20-35,F,david07,johnarnold@williams.net,Andrew Newman,M,73
3612,BYU,2018-03-05,2018-09-29,208,Monday,BYU_20180305_20180929_25-40_M_EUR,EUR,913819,21324,500002,42.8540142562371,0.54715649379144,23.447852185331083,25-40,M,david07,johnarnold@williams.net,Andrew Newman,M,73
3613,GRZ,2017-10-20,2019-03-16,512,Friday,GRZ_20171020_20190316_25-30_F_USD,USD,248429,186581,500000,1.3314806973914814,2.0126474767438585,2.679801265938118,25-30,F,michaelmorales,jenniferfoster@hotmail.com,Eric Austin,M,60
3614,AKX,2018-12-01,2020-07-16,593,Saturday,AKX_20181201_20200716_40-65_B_USD,USD,131446,698,499998,188.31805157593124,3.803828188001156,716.3295128939828,40-65,B,michaelmorales,jenniferfoster@hotmail.com,Eric Austin,M,60
3615,BYU,2018-11-18,2019-02-05,79,Sunday,BYU_20181118_20190205_35-55_M_EUR,EUR,357063,110400,499999,3.234266304347826,1.4003103093851785,4.528976449275362,35-55,M,brian73,josephhernandez@yu-velasquez.info,Katherine Harris,F,22
3616,AKX,2018-08-03,2018-10-22,80,Friday,AKX_20180803_20181022_40-50_F_GBP,GBP,396142,296969,499998,1.3339506817209876,1.2621686163042545,1.683670686165896,40-50,F,brian73,josephhernandez@yu-velasquez.info,Katherine Harris,F,22
3617,KTR,2018-01-24,2019-09-10,594,Wednesday,KTR_20180124_20190910_45-60_F_USD,USD,188180,128255,500000,1.467233246267202,2.657030502710171,3.89848348992242,45-60,F,brian73,josephhernandez@yu-velasquez.info,Katherine Harris,F,22
3618,KTR,2018-01-24,2018-02-08,15,Wednesday,KTR_20180124_20180208_25-40_F_USD,USD,692090,563555,499999,1.228078892033608,0.7224479475212762,0.8872230749438831,25-40,F,brian73,josephhernandez@yu-velasquez.info,Katherine Harris,F,22
3619,AKX,2019-03-08,2019-11-21,258,Friday,AKX_20190308_20191121_40-45_M_USD,USD,852165,565326,499998,1.5073868882733148,0.5867384837443453,0.8844418972415916,40-45,M,brian73,josephhernandez@yu-velasquez.info,Katherine Harris,F,22
3620,AKX,2019-01-02,2019-02-07,36,Wednesday,AKX_20190102_20190207_35-50_M_USD,USD,124432,105920,499997,1.174773413897281,4.018234859200206,4.720515483383686,35-50,M,brian73,josephhernandez@yu-velasquez.info,Katherine Harris,F,22
3621,BYU,2019-01-07,2020-06-02,512,Monday,BYU_20190107_20200602_40-50_B_EUR,EUR,101033,51379,500001,1.9664259717005002,4.948887987093326,9.731621868856926,40-50,B,brian73,josephhernandez@yu-velasquez.info,Katherine Harris,F,22
3622,BYU,2017-09-14,2018-11-25,437,Thursday,BYU_20170914_20181125_20-25_B_USD,USD,472140,24844,500000,19.00418612139752,1.0590079213792518,20.125583641925616,20-25,B,brian73,josephhernandez@yu-velasquez.info,Katherine Harris,F,22
3623,AKX,2018-05-08,2020-01-23,625,Tuesday,AKX_20180508_20200123_35-50_F_EUR,EUR,802720,468927,499996,1.7118229489877956,0.6228772174606338,1.0662555152507747,35-50,F,rebekah80,duffymichael@yahoo.com,Mr. Ryan Archer,M,48
3624,BYU,2018-11-22,2019-03-28,126,Thursday,BYU_20181122_20190328_20-25_F_EUR,EUR,367254,225115,500002,1.631406170179686,1.3614610051898686,2.221095884325789,20-25,F,rebekah80,duffymichael@yahoo.com,Mr. Ryan Archer,M,48
3625,KTR,2018-02-22,2019-10-23,608,Thursday,KTR_20180222_20191023_45-55_F_USD,USD,912665,204411,499998,4.464852674268998,0.5478439515046595,2.4460425319576733,45-55,F,amoyer,jason73@doyle.info,Jacob Reid,M,71
3626,BYU,2018-11-08,2019-12-15,402,Thursday,BYU_20181108_20191215_40-55_M_EUR,EUR,89461,85139,499997,1.0507640446798765,5.588994086808777,5.872714032347103,40-55,M,amoyer,jason73@doyle.info,Jacob Reid,M,71
3627,KTR,2019-04-11,2020-07-19,465,Thursday,KTR_20190411_20200719_40-60_B_EUR,EUR,509762,99812,500003,5.107221576563941,0.9808557719092439,5.0094477617921696,40-60,B,barradam,amanda14@davis-morgan.com,Michael Cameron,M,50
3628,BYU,2017-12-26,2018-01-17,22,Tuesday,BYU_20171226_20180117_40-55_M_GBP,GBP,914651,342188,499999,2.672948788385332,0.5466555002946479,1.4611821571767567,40-55,M,barradam,amanda14@davis-morgan.com,Michael Cameron,M,50
3629,GRZ,2018-09-22,2020-07-22,669,Saturday,GRZ_20180922_20200722_30-40_B_EUR,EUR,771328,308922,499998,2.4968373893733693,0.6482300655492864,1.6185250645794085,30-40,B,barradam,amanda14@davis-morgan.com,Michael Cameron,M,50
3630,BYU,2018-05-09,2018-12-20,225,Wednesday,BYU_20180509_20181220_25-40_F_GBP,GBP,669718,380398,499997,1.7605718221441753,0.7465784106146169,1.3144049127492783,25-40,F,barradam,amanda14@davis-morgan.com,Michael Cameron,M,50
3631,AKX,2017-06-19,2018-08-09,416,Monday,AKX_20170619_20180809_20-25_M_USD,USD,751630,39488,499996,19.034390194489465,0.6652155981001291,12.661973257698541,20-25,M,barradam,amanda14@davis-morgan.com,Michael Cameron,M,50
3632,GRZ,2018-10-03,2020-09-03,701,Wednesday,GRZ_20181003_20200903_30-45_M_GBP,GBP,380157,131563,499999,2.8895434126616144,1.315243438894983,3.8004530149054063,30-45,M,barradam,amanda14@davis-morgan.com,Michael Cameron,M,50
3633,KTR,2017-08-08,2018-05-02,267,Tuesday,KTR_20170808_20180502_30-40_B_GBP,GBP,260455,152235,500002,1.7108746346109633,1.9197250964658001,3.2844089729694224,30-40,B,jamesstewart,stephaniescott@reyes-reyes.com,Annette Poole,F,19
3634,AKX,2017-06-24,2018-10-13,476,Saturday,AKX_20170624_20181013_40-50_M_GBP,GBP,220550,72311,499998,3.0500200522742045,2.267050555429608,6.914549653579677,40-50,M,jamesstewart,stephaniescott@reyes-reyes.com,Annette Poole,F,19
3635,BYU,2018-06-26,2019-08-07,407,Tuesday,BYU_20180626_20190807_40-60_M_GBP,GBP,781113,10922,500000,71.51739608130379,0.6401122500841747,45.77916132576451,40-60,M,jamesstewart,stephaniescott@reyes-reyes.com,Annette Poole,F,19
3636,KTR,2017-09-07,2019-03-08,547,Thursday,KTR_20170907_20190308_35-55_M_EUR,EUR,922843,720170,499999,1.281423830484469,0.5418028852144948,0.6942791285390949,35-55,M,jamesstewart,stephaniescott@reyes-reyes.com,Annette Poole,F,19
3637,GRZ,2019-03-15,2019-07-18,125,Friday,GRZ_20190315_20190718_25-40_B_USD,USD,579476,79466,499998,7.2921249339340095,0.8628450531169539,6.291973925955754,25-40,B,jamesstewart,stephaniescott@reyes-reyes.com,Annette Poole,F,19
3638,GRZ,2018-09-02,2020-02-03,519,Sunday,GRZ_20180902_20200203_20-45_F_EUR,EUR,854864,371195,499997,2.3030051590134564,0.5848848471803703,1.3469928204851898,20-45,F,jamesstewart,stephaniescott@reyes-reyes.com,Annette Poole,F,19
3639,KTR,2018-09-12,2019-04-23,223,Wednesday,KTR_20180912_20190423_20-30_M_USD,USD,581691,318727,499997,1.8250446306713897,0.8595577376992252,1.5687312339400177,20-30,M,jamesstewart,stephaniescott@reyes-reyes.com,Annette Poole,F,19
3640,KTR,2017-12-16,2017-12-28,12,Saturday,KTR_20171216_20171228_30-35_F_EUR,EUR,658465,39096,500002,16.842260077757317,0.7593448398927809,12.789083282177204,30-35,F,kennethgardner,tammy94@gmail.com,Dawn Holland,F,53
3641,GRZ,2018-11-04,2020-09-09,675,Sunday,GRZ_20181104_20200909_40-60_F_EUR,EUR,125534,63804,500002,1.9674942009905334,3.9830006213456115,7.836530625039183,40-60,F,kennethgardner,tammy94@gmail.com,Dawn Holland,F,53
3642,KTR,2019-01-19,2019-11-22,307,Saturday,KTR_20190119_20191122_30-45_M_GBP,GBP,335308,179871,500003,1.8641582022671803,1.4911752776551708,2.7797866248589265,30-45,M,kennethgardner,tammy94@gmail.com,Dawn Holland,F,53
3643,AKX,2018-03-19,2019-07-08,476,Monday,AKX_20180319_20190708_20-30_M_GBP,GBP,4775,1687,499997,2.8304682868998223,104.71141361256545,296.38233550681684,20-30,M,brubio,roger22@juarez.org,Frank Robertson,M,69
3644,KTR,2017-06-22,2017-08-24,63,Thursday,KTR_20170622_20170824_25-40_B_EUR,EUR,365336,211569,500004,1.72679362288426,1.368614097707316,2.363314096110489,25-40,B,brubio,roger22@juarez.org,Frank Robertson,M,69
3645,AKX,2018-04-06,2018-04-23,17,Friday,AKX_20180406_20180423_30-45_B_USD,USD,477698,77333,499996,6.177155936016965,1.0466780267030635,6.465493385747353,30-45,B,brubio,roger22@juarez.org,Frank Robertson,M,69
3646,BYU,2018-09-20,2020-03-20,547,Thursday,BYU_20180920_20200320_25-45_B_USD,USD,42040,5404,500004,7.779422649888971,11.893529971455756,92.52479644707624,25-45,B,brubio,roger22@juarez.org,Frank Robertson,M,69
3647,AKX,2018-04-20,2019-07-31,467,Friday,AKX_20180420_20190731_25-30_F_GBP,GBP,565760,400414,499999,1.4129376095740909,0.8837652007918552,1.2487050902316104,25-30,F,brubio,roger22@juarez.org,Frank Robertson,M,69
3648,KTR,2018-12-05,2019-06-24,201,Wednesday,KTR_20181205_20190624_30-45_F_USD,USD,644060,204306,500000,3.1524282204144765,0.77632518709437,2.4473094280148406,30-45,F,brubio,roger22@juarez.org,Frank Robertson,M,69
3649,KTR,2018-06-28,2019-10-26,485,Thursday,KTR_20180628_20191026_40-60_F_EUR,EUR,375079,105053,500002,3.5703787611967295,1.3330578358159215,4.759521384444042,40-60,F,brubio,roger22@juarez.org,Frank Robertson,M,69
3650,GRZ,2018-09-20,2019-11-29,435,Thursday,GRZ_20180920_20191129_20-30_M_GBP,GBP,992090,516620,500000,1.9203476443033565,0.5039865334798255,0.9678293523285975,20-30,M,brubio,roger22@juarez.org,Frank Robertson,M,69
3651,GRZ,2018-10-02,2019-06-02,243,Tuesday,GRZ_20181002_20190602_20-25_F_EUR,EUR,827196,369874,500000,2.2364264587400036,0.6044516656270098,1.3518116980377102,20-25,F,johnflores,iellis@yahoo.com,Wendy Hale,F,77
3652,BYU,2017-10-08,2018-04-27,201,Sunday,BYU_20171008_20180427_30-35_M_USD,USD,456278,176715,499998,2.5819992643522056,1.0958187771490189,2.8294032764621,30-35,M,johnflores,iellis@yahoo.com,Wendy Hale,F,77
3653,GRZ,2017-11-10,2018-07-27,259,Friday,GRZ_20171110_20180727_35-60_B_GBP,GBP,940459,486959,499999,1.9312899032567423,0.5316542241607556,1.026778435145464,35-60,B,johnflores,iellis@yahoo.com,Wendy Hale,F,77
3654,KTR,2018-07-02,2018-10-28,118,Monday,KTR_20180702_20181028_35-40_M_USD,USD,550389,7787,499999,70.68049312957493,0.9084465714249377,64.20945165018621,35-40,M,johnflores,iellis@yahoo.com,Wendy Hale,F,77
3655,BYU,2017-08-24,2018-01-28,157,Thursday,BYU_20170824_20180128_25-45_B_GBP,GBP,146363,78773,500004,1.8580351135541366,3.416191250520965,6.347403298084369,25-45,B,johnflores,iellis@yahoo.com,Wendy Hale,F,77
3656,KTR,2017-12-09,2018-09-10,275,Saturday,KTR_20171209_20180910_20-30_M_GBP,GBP,655324,424075,500000,1.5453021281612922,0.7629813649431426,1.1790367269940458,20-30,M,johnflores,iellis@yahoo.com,Wendy Hale,F,77
3657,AKX,2017-06-05,2018-01-29,238,Monday,AKX_20170605_20180129_20-40_B_GBP,GBP,396725,93365,499999,4.249183312804584,1.2603163400340287,5.3553151609275425,20-40,B,adrianaedwards,ycobb@yahoo.com,Jonathan Joseph,M,47
3658,AKX,2019-04-28,2020-02-02,280,Sunday,AKX_20190428_20200202_20-40_F_EUR,EUR,16612,7661,499998,2.1683853282861247,30.098603419215024,65.26537005612845,20-40,F,adrianaedwards,ycobb@yahoo.com,Jonathan Joseph,M,47
3659,BYU,2018-03-29,2019-02-17,325,Thursday,BYU_20180329_20190217_30-40_F_EUR,EUR,618914,312894,500002,1.9780308986429909,0.8078699140752996,1.5979916521250008,30-40,F,adrianaedwards,ycobb@yahoo.com,Jonathan Joseph,M,47
3660,GRZ,2018-03-21,2018-07-17,118,Wednesday,GRZ_20180321_20180717_35-55_B_GBP,GBP,771638,583654,499999,1.3220812330593126,0.6479709397411739,0.8566702189996128,35-55,B,bryantmelissa,thomaskey@case-scott.net,Brittany Smith,F,42
3661,GRZ,2017-07-21,2018-09-04,410,Friday,GRZ_20170721_20180904_35-40_F_USD,USD,537309,13008,500000,41.30604243542435,0.9305632327022253,38.43788437884379,35-40,F,bryantmelissa,thomaskey@case-scott.net,Brittany Smith,F,42
3662,KTR,2019-04-26,2021-04-07,712,Friday,KTR_20190426_20210407_20-35_F_GBP,GBP,419481,367307,499998,1.1420446656339247,1.1919443312092801,1.3612536651901543,20-35,F,jasonthomas,jeffery04@adams.org,Kevin Hill,M,71
3663,BYU,2018-03-02,2019-02-17,352,Friday,BYU_20180302_20190217_35-60_B_GBP,GBP,675363,489024,500001,1.3810426482135847,0.7403440816272138,1.0224467510797015,35-60,B,jasonthomas,jeffery04@adams.org,Kevin Hill,M,71
3664,KTR,2018-04-27,2019-10-20,541,Friday,KTR_20180427_20191020_35-50_M_USD,USD,199210,49282,500001,4.042246662067286,2.509919180764018,10.145712430502009,35-50,M,jasonthomas,jeffery04@adams.org,Kevin Hill,M,71
3665,GRZ,2018-03-24,2018-10-05,195,Saturday,GRZ_20180324_20181005_40-55_B_EUR,EUR,693862,225035,500001,3.083351478658875,0.7206058265188179,2.221881040726998,40-55,B,jasonthomas,jeffery04@adams.org,Kevin Hill,M,71
3666,AKX,2018-11-22,2020-06-18,574,Thursday,AKX_20181122_20200618_30-45_F_GBP,GBP,685244,332632,500002,2.0600663796628105,0.7296700153521957,1.5031686668751052,30-45,F,jasonthomas,jeffery04@adams.org,Kevin Hill,M,71
3667,KTR,2018-06-30,2019-01-30,214,Saturday,KTR_20180630_20190130_35-40_M_USD,USD,332449,177684,499998,1.8710125841381329,1.5039840697370124,2.8139731208212333,35-40,M,jasonthomas,jeffery04@adams.org,Kevin Hill,M,71
3668,BYU,2018-09-16,2019-09-12,361,Sunday,BYU_20180916_20190912_40-55_F_USD,USD,582929,400617,499995,1.4550780421200298,0.857728814315294,1.2480623638038326,40-55,F,natashamoran,gpatterson@smith-snyder.com,David Mcpherson,M,19
3669,GRZ,2018-12-19,2019-12-31,377,Wednesday,GRZ_20181219_20191231_20-25_F_USD,USD,11746,5541,500000,2.119833964988269,42.56768261535842,90.23641941887746,20-25,F,natashamoran,gpatterson@smith-snyder.com,David Mcpherson,M,19
3670,BYU,2018-08-07,2018-12-12,127,Tuesday,BYU_20180807_20181212_20-25_M_GBP,GBP,439488,399926,499997,1.09892330081065,1.1376806647735547,1.2502237914014092,20-25,M,natashamoran,gpatterson@smith-snyder.com,David Mcpherson,M,19
3671,KTR,2018-05-26,2019-08-31,462,Saturday,KTR_20180526_20190831_40-45_F_GBP,GBP,382440,285765,499999,1.3383024513148916,1.307392009204058,1.7496859307472923,40-45,F,natashamoran,gpatterson@smith-snyder.com,David Mcpherson,M,19
3672,KTR,2017-10-25,2018-08-06,285,Wednesday,KTR_20171025_20180806_35-55_M_GBP,GBP,725944,26678,500000,27.21133518254742,0.6887583615265089,18.742034635280007,35-55,M,jacquelinegraham,terri08@yahoo.com,Michael Martinez,M,86
3673,KTR,2017-12-13,2018-09-21,282,Wednesday,KTR_20171213_20180921_20-25_B_EUR,EUR,882160,743606,500000,1.186327167881916,0.5667906048789335,0.6723990930681033,20-25,B,jacquelinegraham,terri08@yahoo.com,Michael Martinez,M,86
3674,AKX,2017-06-25,2017-10-06,103,Sunday,AKX_20170625_20171006_35-55_B_USD,USD,570546,104497,499999,5.459927079246294,0.876351775316977,4.784816788998727,35-55,B,jacquelinegraham,terri08@yahoo.com,Michael Martinez,M,86
3675,KTR,2018-10-24,2020-01-20,453,Wednesday,KTR_20181024_20200120_25-45_B_USD,USD,438911,261329,500001,1.6795342269706002,1.1391853929384317,1.9133008583050484,25-45,B,jacquelinegraham,terri08@yahoo.com,Michael Martinez,M,86
3676,BYU,2018-06-16,2019-08-11,421,Saturday,BYU_20180616_20190811_20-25_F_EUR,EUR,520175,6001,499999,86.68138643559406,0.9612130532993705,83.31928011998001,20-25,F,jacquelinegraham,terri08@yahoo.com,Michael Martinez,M,86
3677,AKX,2017-11-18,2019-02-10,449,Saturday,AKX_20171118_20190210_30-35_F_EUR,EUR,568644,55921,500001,10.168702276425671,0.8792865131787199,8.941202768190841,30-35,F,jacquelinegraham,terri08@yahoo.com,Michael Martinez,M,86
3678,BYU,2017-11-26,2019-06-22,573,Sunday,BYU_20171126_20190622_40-55_M_EUR,EUR,55594,9021,500001,6.16273140450061,8.99379429434831,55.426338543398735,40-55,M,erica18,brett03@wilson.net,Carlos White,M,84
3679,GRZ,2018-05-15,2020-01-08,603,Tuesday,GRZ_20180515_20200108_35-40_F_EUR,EUR,441852,181703,500000,2.43172649873695,1.1316006264541068,2.7517432293357844,35-40,F,erica18,brett03@wilson.net,Carlos White,M,84
3680,BYU,2018-04-14,2019-04-21,372,Saturday,BYU_20180414_20190421_25-40_B_GBP,GBP,467244,162541,499997,2.874622402962945,1.0700982784155602,3.076128484505448,25-40,B,erica18,brett03@wilson.net,Carlos White,M,84
3681,GRZ,2018-05-31,2018-12-20,203,Thursday,GRZ_20180531_20181220_25-45_B_USD,USD,59920,23816,500000,2.5159556600604636,8.344459279038718,20.99428955324152,25-45,B,christopher43,haleabigail@hotmail.com,Patricia Munoz,F,24
3682,BYU,2018-11-20,2018-11-30,10,Tuesday,BYU_20181120_20181130_45-65_F_EUR,EUR,100238,76087,500001,1.3174129614783077,4.988138231010196,6.571437959178309,45-65,F,christopher43,haleabigail@hotmail.com,Patricia Munoz,F,24
3683,AKX,2017-11-21,2018-10-13,326,Tuesday,AKX_20171121_20181013_45-65_B_GBP,GBP,654304,181346,499997,3.6080420852955126,0.7641661979752531,2.7571438024549755,45-65,B,simmonskaren,nathan91@hotmail.com,Steve Jensen,M,33
3684,BYU,2018-06-06,2019-09-19,470,Wednesday,BYU_20180606_20190919_20-25_B_USD,USD,374701,244669,499997,1.531460871626565,1.3343892863910158,2.043564979625535,20-25,B,simmonskaren,nathan91@hotmail.com,Steve Jensen,M,33
3685,GRZ,2017-05-11,2018-01-09,243,Thursday,GRZ_20170511_20180109_35-40_M_EUR,EUR,374037,166647,500002,2.244486849448235,1.3367714958680559,3.0003660431930967,35-40,M,simmonskaren,nathan91@hotmail.com,Steve Jensen,M,33
3686,AKX,2017-06-05,2017-12-15,193,Monday,AKX_20170605_20171215_30-40_F_GBP,GBP,325015,96946,500003,3.352536463598292,1.5383997661646385,5.157541311658036,30-40,F,simmonskaren,nathan91@hotmail.com,Steve Jensen,M,33
3687,BYU,2018-01-18,2018-11-11,297,Thursday,BYU_20180118_20181111_30-35_B_GBP,GBP,52140,28968,500002,1.7999171499585749,9.589604909858075,17.260494338580504,30-35,B,simmonskaren,nathan91@hotmail.com,Steve Jensen,M,33
3688,AKX,2017-10-09,2019-10-06,727,Monday,AKX_20171009_20191006_35-50_F_USD,USD,612357,238683,499999,2.5655660436646097,0.8165155293399112,2.0948245161993104,35-50,F,matthew27,jerrymiller@stone.org,Jessica Smith,F,66
3689,KTR,2018-10-04,2020-10-01,728,Thursday,KTR_20181004_20201001_40-50_M_USD,USD,894009,234841,499995,3.80686932860957,0.5592728932259071,2.129078823544441,40-50,M,matthew27,jerrymiller@stone.org,Jessica Smith,F,66
3690,KTR,2019-05-06,2020-10-11,524,Monday,KTR_20190506_20201011_35-50_B_GBP,GBP,516083,20988,500002,24.589432056413187,0.9688402834427795,23.82323232323232,35-50,B,matthew27,jerrymiller@stone.org,Jessica Smith,F,66
3691,KTR,2019-02-23,2020-11-04,620,Saturday,KTR_20190223_20201104_25-40_B_USD,USD,791646,234026,499998,3.382726705579722,0.6315929089517284,2.1365062001657935,25-40,B,matthew27,jerrymiller@stone.org,Jessica Smith,F,66
3692,BYU,2018-12-06,2020-01-07,397,Thursday,BYU_20181206_20200107_20-35_F_USD,USD,362402,14933,500001,24.26853277974955,1.3796860944476024,33.48295720886627,20-35,F,matthew27,jerrymiller@stone.org,Jessica Smith,F,66
3693,BYU,2018-11-30,2019-10-18,322,Friday,BYU_20181130_20191018_40-50_M_EUR,EUR,823929,410288,499998,2.008172308232266,0.6068459782335613,1.2186512888507586,40-50,M,matthew27,jerrymiller@stone.org,Jessica Smith,F,66
3694,AKX,2019-04-20,2020-03-21,336,Saturday,AKX_20190420_20200321_35-40_F_EUR,EUR,327187,244938,499994,1.3357951808212691,1.5281597373978795,2.0413084127411834,35-40,F,matthew27,jerrymiller@stone.org,Jessica Smith,F,66
3695,AKX,2018-01-02,2018-07-11,190,Tuesday,AKX_20180102_20180711_20-30_M_USD,USD,653322,531740,499997,1.22864933990296,0.7653148064813369,0.9403035318012563,20-30,M,matthew27,jerrymiller@stone.org,Jessica Smith,F,66
3696,AKX,2018-03-09,2019-09-25,565,Friday,AKX_20180309_20190925_25-30_F_GBP,GBP,646696,391159,499997,1.653281657842463,0.7731561661120526,1.2782449080808571,25-30,F,brettcampbell,zcabrera@yahoo.com,Joseph Strickland,M,81
3697,GRZ,2018-07-31,2020-03-08,586,Tuesday,GRZ_20180731_20200308_35-40_B_GBP,GBP,824052,76285,500000,10.802280920233336,0.6067578259624392,6.554368486596316,35-40,B,brettcampbell,zcabrera@yahoo.com,Joseph Strickland,M,81
3698,BYU,2018-07-24,2020-04-03,619,Tuesday,BYU_20180724_20200403_40-50_F_GBP,GBP,273451,138729,499994,1.9711163491411312,1.8284592120709011,3.6041058466506644,40-50,F,paul07,lfowler@yahoo.com,Hannah Park,F,72
3699,GRZ,2017-08-02,2018-01-16,167,Wednesday,GRZ_20170802_20180116_20-30_M_GBP,GBP,219246,121422,499998,1.805653011810051,2.28053419446649,4.117853436774225,20-30,M,paul07,lfowler@yahoo.com,Hannah Park,F,72
3700,BYU,2018-01-05,2019-01-21,381,Friday,BYU_20180105_20190121_25-40_F_USD,USD,155569,38033,499997,4.0903688901743225,3.2139886481239834,13.146399179659769,25-40,F,paul07,lfowler@yahoo.com,Hannah Park,F,72
3701,BYU,2018-02-14,2018-07-15,151,Wednesday,BYU_20180214_20180715_35-45_M_USD,USD,404523,302953,499999,1.3352665264909078,1.2360211903896687,1.65041772156077,35-45,M,paul07,lfowler@yahoo.com,Hannah Park,F,72
3702,KTR,2017-12-10,2019-04-25,501,Sunday,KTR_20171210_20190425_25-30_F_GBP,GBP,540190,523121,500003,1.0326291622779433,0.9256058053647791,0.9558075473934329,25-30,F,paul07,lfowler@yahoo.com,Hannah Park,F,72
3703,BYU,2018-01-08,2019-09-13,613,Monday,BYU_20180108_20190913_35-55_B_GBP,GBP,962763,2544,500001,378.4445754716981,0.5193396505682084,196.54127358490567,35-55,B,autumn45,harold44@yahoo.com,Patricia Richardson,F,47
